Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Cancellation comments,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Departure delay comments,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Arrival delay comments,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Month
2018-01,National,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165.0,222,0,,8,2.8666666666666667,0.08333333333333333,,34,21.516666666666666,5.683333333333334,,22,5.683333333333334,5,0,15.38,30.77,38.46,11.54,3.85,0.0,January
2018-01,National,PARIS MONTPARNASSE,QUIMPER,220.0,248,1,,37,9.5,0.0,,0,55.68333333333333,7.566666666666666,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",26,7.533333333333333,17,7,,,,,,,January
2018-01,National,PARIS MONTPARNASSE,ST MALO,156.0,102,0,,12,19.9,1.9666666666666668,,13,48.61666666666667,6.783333333333333,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",8,6.716666666666667,6,4,,,,,,,January
2018-01,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61.0,391,2,,61,0.0,0.8833333333333333,,71,12.4,3.3333333333333335,,17,3.3333333333333335,6,0,21.21,42.42,9.09,21.21,6.06,0.0,January
2018-01,National,QUIMPER,PARIS MONTPARNASSE,223.0,256,1,,0,16.316666666666666,0.5666666666666667,,21,39.083333333333336,5.933333333333334,,21,5.916666666666667,9,0,,,,,,,January
2018-01,National,TOURS,PARIS MONTPARNASSE,75.0,194,0,,0,5.716666666666667,0.31666666666666665,,35,11.116666666666667,2.9166666666666665,,0,2.9166666666666665,1,0,25.0,56.25,6.25,12.5,0.0,0.0,January
2018-01,National,NANTES,STRASBOURG,303.0,39,0,,22,2.8333333333333335,1.65,,5,32.983333333333334,5.733333333333333,,0,5.733333333333333,0,1,,,,,,,January
2018-01,National,LILLE,LYON PART DIEU,190.0,292,8,,122,10.033333333333333,4.366666666666666,,36,56.15,7.566666666666666,,31,346.46666666666664,22,13,40.0,30.0,5.0,20.0,5.0,0.0,January
2018-01,National,BORDEAUX ST JEAN,TOURCOING,301.0,31,0,,13,0.0,1.1666666666666667,,3,43.31666666666667,58.46666666666667,"7660 du 7 +42: Dérangemetn d'insta MPW
7660 du 26 +68: Soin matériel roulant",3,6.533333333333333,0,0,,,,,,,January
2018-01,National,RENNES,PARIS VAUGIRARD,111.0,31,0,,0,2.85,0.6333333333333333,,2,24.316666666666666,3.15,,2,0.0,0,0,,,,,,,January
2018-01,National,CHAMBERY CHALLES LES EAUX,PARIS LYON,184.0,278,1,,0,118.28333333333333,8.016666666666667,,69,38.483333333333334,58.46666666666667,,60,10.266666666666667,26,12,24.14,17.24,32.76,20.69,3.45,1.72,January
2018-01,,LYON PART DIEU,MARNE LA VALLEE,0.0,316,3,,221,10.3,7.266666666666667,,64,37.11666666666667,7.8,,0,7.8,27,10,,,,,,,January
2018-01,National,MONTPELLIER,PARIS LYON,206.0,340,2,,0,10.983333333333333,4.066666666666666,,58,345.31666666666666,0.0,Heurt d’un chevreuil par OUIGO 7801 vers Valence-TGV,58,7.45,31,11,,,,,,,January
2018-01,National,NICE VILLE,PARIS LYON,0.0,197,0,,84,9.95,4.366666666666666,,33,46.81666666666667,8.566666666666666,"Décontrôle d’aiguilles, à Solers",33,8.566666666666666,20,8,38.71,25.81,9.68,19.35,0.0,6.45,January
2018-01,National,PARIS LYON,CHAMBERY CHALLES LES EAUX,186.0,271,0,,46,13.583333333333334,2.033333333333333,,36,39.06666666666667,5.8,,26,0.0,17,5,,,,,,,January
2018-01,National,PARIS LYON,LYON PART DIEU,119.0,630,1,,60,9.366666666666667,30.616666666666667,,61,30.5,2.8166666666666664,,49,2.8166666666666664,0,5,22.03,44.07,11.86,20.34,1.69,0.0,January
2018-01,International,GENEVE,PARIS LYON,194.0,230,1,,161,3.7333333333333334,2.85,,36,40.266666666666666,7.166666666666667,,36,7.166666666666667,19,7,69.44,16.67,5.56,0.0,5.56,2.78,January
2018-01,International,MADRID,MARSEILLE ST CHARLES,0.0,16,1,,6,3.5,1.0,,3,20.266666666666666,7.25,,3,0.0,0,0,0.0,0.0,66.67,33.33,0.0,0.0,January
2018-01,,PARIS LYON,ZURICH,241.0,153,3,,25,8.933333333333334,30.616666666666667,,28,34.3,7.766666666666667,,28,7.766666666666667,11,3,17.86,21.43,25.0,21.43,3.57,10.71,January
2018-01,National,BREST,PARIS MONTPARNASSE,225.0,284,3,,4,2.25,0.0,,19,39.166666666666664,5.383333333333334,,19,5.366666666666666,5,2,33.33,53.33,0.0,13.33,0.0,0.0,January
2018-01,National,PARIS MONTPARNASSE,ANGOULEME,126.0,239,0,,36,6.333333333333333,0.75,,28,18.016666666666666,4.1,,15,4.1,3,0,,,,,,,January
2018-01,National,PARIS MONTPARNASSE,POITIERS,93.0,506,4,,0,7.716666666666667,0.6333333333333333,,0,13.483333333333333,2.716666666666667,,16,2.716666666666667,6,0,,,,,,,January
2018-01,National,PARIS EST,METZ,84.0,310,0,,41,6.4,0.8166666666666667,,24,345.31666666666666,0.75,,7,0.75,0,0,,,,,,,January
2018-01,National,REIMS,PARIS EST,46.0,230,1,,93,0.0,30.616666666666667,,62,12.816666666666666,3.533333333333333,,20,3.533333333333333,3,0,,,,,,,January
2018-01,National,STRASBOURG,NANTES,286.0,40,1,,9,4.15,0.8833333333333333,,5,46.75,8.566666666666666,,5,8.566666666666666,2,2,,,,,,,January
2018-01,National,LILLE,PARIS NORD,63.0,579,9,,0,8.216666666666667,0.0,,101,22.2,4.216666666666667,,38,4.216666666666667,17,10,,,,,,,January
2018-01,National,PARIS NORD,DOUAI,69.0,192,2,,0,10.383333333333333,0.0,,30,19.233333333333334,2.283333333333333,,11,2.283333333333333,5,3,,,,,,,January
2018-01,National,NANTES,PARIS VAUGIRARD,143.0,62,0,,15,13.866666666666667,3.6333333333333333,,6,0.0,58.46666666666667,"7626 du 26 +140: Accident de personne
7626 du 20 +45: obstacle sur voie ou aux abords",5,5.3,3,1,,,,,,,January
2018-01,National,TOURCOING,MARSEILLE ST CHARLES,309.0,31,1,,0,0.0,0.0,,1,58.86666666666667,2.3333333333333335,7669 du 25 +159: Accident de personne,1,2.3333333333333335,1,0,,0.0,0.0,0.0,0.0,0.0,January
2018-01,National,BELLEGARDE (AIN),PARIS LYON,0.0,259,0,,115,8.25,3.75,,53,34.96666666666667,7.516666666666667,,42,7.516666666666667,21,9,54.9,19.61,15.69,1.96,5.88,1.96,January
2018-01,National,MACON LOCHE,PARIS LYON,99.0,225,1,,153,11.766666666666667,8.016666666666667,,49,26.25,6.016666666666667,,38,6.016666666666667,10,1,,,,,,,January
2018-01,National,MARNE LA VALLEE,MARSEILLE ST CHARLES,217.0,323,6,,181,12.366666666666667,7.166666666666667,,49,44.016666666666666,8.15,"7829 du 31 +81: collision de 7801
7827 du 20 +30: espacement suite incident porte 9736
7825 du 28 + 109: soin matériel roulant 7810",0,8.15,22,10,,,,,,,January
2018-01,National,MONTPELLIER,LYON PART DIEU,112.0,299,6,,107,11.3,4.25,,62,31.833333333333332,9.116666666666667,,46,9.116666666666667,21,0,28.57,34.29,22.86,11.43,2.86,0.0,January
2018-01,National,PARIS LYON,MARSEILLE ST CHARLES,202.0,482,2,,51,13.033333333333333,1.0666666666666667,,43,41.65,5.033333333333333,,43,5.033333333333333,20,0,41.03,30.77,12.82,15.38,0.0,0.0,January
2018-01,,PARIS LYON,MULHOUSE VILLE,168.0,299,5,,47,10.883333333333333,1.4833333333333334,,49,31.25,6.383333333333334,,39,6.383333333333334,0,4,15.91,29.55,18.18,27.27,2.27,6.82,January
2018-01,National,PARIS LYON,VALENCE ALIXAN TGV,130.0,323,0,,47,12.05,1.4,,44,33.96666666666667,5.233333333333333,,33,5.233333333333333,17,0,15.0,30.0,25.0,25.0,5.0,0.0,January
2018-01,National,PERPIGNAN,PARIS LYON,305.0,166,0,,0,10.133333333333333,3.4,,36,48.68333333333333,10.483333333333333,Dérangement de commutateur sur LN1 vers Tonnerre,36,0.0,21,9,20.69,41.38,10.34,27.59,0.0,0.0,January
2018-01,National,TOULON,PARIS LYON,241.0,273,0,,113,9.683333333333334,4.116666666666666,,42,42.416666666666664,7.0,"Extinction du Tableau de Commande Optique (TCO) sur LGV, au niveau de Mâcon.",42,7.0,24,8,38.46,28.21,7.69,20.51,0.0,5.13,January
2018-01,International,LAUSANNE,PARIS LYON,219.0,144,3,,110,3.066666666666667,2.4833333333333334,,21,30.35,4.7,,22,4.7,9,2,28.57,14.29,33.33,9.52,0.0,14.29,January
2018-01,International,PARIS EST,STUTTGART,186.0,155,4,,20,118.28333333333333,0.0,,0,33.3,5.716666666666667,,15,5.716666666666667,6,2,,,,,,,January
2018-01,International,PARIS LYON,BARCELONA,387.0,62,0,,16,11.933333333333334,2.6666666666666665,,8,49.5,8.533333333333333,,8,8.533333333333333,4,1,,,,,,,January
2018-01,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.0,393,2,,204,6.4,3.45,,77,24.266666666666666,6.066666666666666,,35,346.46666666666664,19,4,,,,,,,January
2018-01,National,LYON PART DIEU,LILLE,189.0,296,3,,0,10.35,7.8,,67,44.43333333333333,12.033333333333333,"Deux accidents de personne  se sont produits sur le secteur Nord, l’un à Fresnoy avec un train Eurostar le 16, et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards, le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points, représentant le tiers de l’irrégularité totale. Et pour les résultZts composite et cinq minutes du mois, cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité, exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.",64,12.033333333333333,35,12,30.77,32.69,9.62,17.31,3.85,5.77,January
2018-01,National,PARIS NORD,LILLE,64.0,568,5,,0,0.0,1.4833333333333334,,97,21.016666666666666,4.116666666666666,,40,4.116666666666666,15,6,38.1,21.43,9.52,21.43,9.52,0.0,January
2018-01,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.0,205,0,,27,6.5,0.5,,0,25.283333333333335,1.4,,9,1.4,3,2,,,,,,,January
2018-01,National,GRENOBLE,PARIS LYON,183.0,245,0,,37,0.0,1.2,,23,0.0,6.116666666666666,Le 9760 heurte un chevreuil vers Le-Creusot-Montchanin-TGV,0,6.116666666666666,13,6,17.65,52.94,0.0,23.53,5.88,0.0,January
2018-01,National,NIMES,PARIS LYON,176.0,341,2,,174,10.266666666666667,5.366666666666666,,72,39.93333333333333,7.783333333333333,,59,7.783333333333333,32,12,18.75,40.62,17.19,17.19,1.56,4.69,January
2018-01,National,PARIS LYON,MACON LOCHE,95.0,227,1,,0,14.983333333333333,1.8833333333333333,,27,33.233333333333334,0.0,,23,4.583333333333333,0,3,,,,,,,January
2018-01,National,PARIS LYON,NIMES,177.0,294,0,,47,12.216666666666667,1.6166666666666667,,54,31.9,0.0,,38,0.0,0,0,,,,,,,January
2018-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,118,0,,12,6.366666666666666,0.5666666666666667,,13,30.633333333333333,4.116666666666666,,7,4.116666666666666,4,2,,,,,,,January
2018-01,International,FRANCFORT,PARIS EST,0.0,177,3,,43,118.28333333333333,1.3333333333333333,,26,25.85,6.433333333333334,,25,6.433333333333334,6,1,30.77,15.38,23.08,15.38,7.69,7.69,January
2018-01,International,ITALIE,PARIS LYON,439.0,95,1,,79,5.816666666666666,4.95,,0,41.4,17.083333333333332,,34,17.083333333333332,12,7,23.53,17.65,41.18,17.65,0.0,0.0,January
2018-01,International,PARIS LYON,ITALIE,394.0,94,0,,27,11.25,2.9833333333333334,,22,0.0,11.6,,22,11.6,15,6,,,,,,,January
2018-01,International,ZURICH,PARIS LYON,176.0,122,3,,65,4.366666666666666,0.0,,0,36.8,2.3833333333333333,,7,2.3833333333333333,3,1,,,,,,,January
2018-01,National,ANGOULEME,PARIS MONTPARNASSE,125.0,270,4,,135,5.7,2.966666666666667,,56,21.183333333333334,6.45,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",33,6.45,9,0,26.92,42.31,9.62,15.38,3.85,1.92,January
2018-01,National,LYON PART DIEU,RENNES,232.0,88,0,,50,7.033333333333333,0.0,,20,36.05,10.816666666666666,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",20,10.816666666666666,9,2,10.53,63.16,10.53,15.79,0.0,0.0,January
2018-01,National,NANTES,PARIS MONTnARNASSE,128.0,525,3,,0,7.283333333333333,2.716666666666667,,84,33.46666666666667,7.216666666666667,,56,7.216666666666667,29,11,,,,,,,January
2018-01,National,PARIS MONTPARNASSE,BREST,223.0,281,1,,0,8.1,0.75,,19,46.56666666666667,4.85,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",19,4.816666666666666,7,4,,,,,,,January
2018-01,National,PARIS MONTPARNASSE,LE MANS,54.0,441,2,,0,10.466666666666667,0.0,,65,0.0,2.9833333333333334,,22,346.46666666666664,9,3,28.95,26.32,10.53,26.32,5.26,2.63,January
2018-01,National,PARIS MONTPARNASSE,VANNES,152.0,253,1,,38,9.733333333333333,1.05,,39,40.3,7.766666666666667,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",27,7.733333333333333,16,8,,,,,,,January
2018-01,National,VANNES,PARIS MONTPARNASSE,156.0,278,1,,168,5.116666666666666,3.1166666666666667,,37,30.066666666666666,6.25,,25,6.233333333333333,11,0,24.14,44.83,20.69,3.45,3.45,3.45,January
2018-01,National,PARIS NORD,DUNKERQUE,116.0,271,3,,46,11.233333333333333,1.7833333333333332,,29,28.683333333333334,3.7333333333333334,,18,3.7333333333333334,9,0,,,,,,,January
2018-01,National,MARSEILLE ST CHARLES,TOURCOING,299.0,31,0,,13,0.0,30.616666666666667,,3,88.31666666666666,11.316666666666666,"7830 du 17 +76: Dérangement d'installations
7830 du 20 +88: Attente execution service voy",3,11.316666666666666,3,3,0.0,33.33,33.33,33.33,0.0,0.0,January
2018-01,National,ANNECY,PARIS LYON,224.0,198,0,,12,8.066666666666666,0.48333333333333334,,38,37.233333333333334,8.55,,38,8.55,0,5,,,,,,,January
2018-01,National,LYON PART DIEU,MARSEILLE ST CHARLES,107.0,539,7,,271,16.2,8.4,,114,39.733333333333334,9.366666666666667,,96,9.366666666666667,46,21,,,,,,,January
2018-01,National,PARIS LYON,AVIGNON TGV,159.0,462,0,,48,11.033333333333333,0.85,,64,0.0,5.866666666666667,,0,5.866666666666667,19,8,,,,,,,January
2018-01,National,PARIS LYON,BELLEGARDE (AIN),160.0,231,2,,34,5.766666666666667,0.55,,0,36.38333333333333,11.85,,49,11.85,24,10,40.0,25.45,25.45,5.45,3.64,0.0,January
2018-01,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.0,202,2,,25,11.616666666666667,0.0,,23,31.266666666666666,5.833333333333333,,0,5.833333333333333,8,2,,,,,,,January
2018-01,National,PARIS LYON,MONTPELLIER,209.0,294,0,,47,12.216666666666667,1.6166666666666667,,37,345.31666666666666,4.35,,37,346.46666666666664,19,6,25.71,45.71,11.43,14.29,2.86,0.0,January
2018-01,National,VALENCE ALIXAN TGV,PARIS LYON,132.0,280,2,,130,11.216666666666667,5.25,,48,0.0,0.0,,45,5.883333333333333,21,7,17.5,37.5,12.5,25.0,2.5,5.0,January
2018-01,International,MARSEILLE ST CHARLES,MADRID,464.0,15,0,,1,13.966666666666667,1.15,,3,28.0,3.2,,3,3.2,1,0,0.0,0.0,,0.0,0.0,0.0,January
2018-01,International,STUTTGART,PARIS EST,185.0,154,5,,124,4.616666666666667,3.9166666666666665,,12,34.56666666666667,58.46666666666667,,12,4.033333333333333,4,1,41.67,25.0,0.0,16.67,0.0,16.67,January
2018-01,,PARIS MONTPARNASSE,BORDEAUX ST JEAN,143.0,775,7,,148,9.366666666666667,1.5666666666666667,,0,25.466666666666665,2.533333333333333,,45,2.533333333333333,21,4,,,,,,,January
2018-01,National,PARIS MONTPARNASSE,RENPES,97.0,590,1,,79,10.083333333333334,1.0166666666666666,,107,21.1,4.966666666666667,,35,4.966666666666667,12,7,12.66,41.77,18.99,24.05,2.53,0.0,January
2018-01,National,ST MALO,PARIS MONTPARNASSE,158.0,92,0,,2,1.2166666666666668,0.05,,10,24.966666666666665,58.46666666666667,,6,4.75,3,1,,,,,,,January
2018-01,National,ARRAS,PARIS NORD,51.0,312,4,,118,8.85,3.55,,64,22.25,5.35,"Deux accidents de personne  se sont produits sur le secteur Nord, l’un à Fresnoy avec un train Eurostar le 16, et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards, le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points, représentant le tiers de l’irrégularité totale. Et pour les résultats composite et cinq minutes du mois, cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité, exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.",16,5.35,9,5,24.32,21.62,35.14,13.51,5.41,0.0,January
2018-01,National,MARSEILLE ST CHARLES,LILLE,307.0,187,2,,40,8.266666666666667,30.616666666666667,,37,345.31666666666666,10.783333333333333,,0,10.783333333333333,19,7,,,,,,,January
2018-01,National,PARIS NORD,ARRAS,51.0,287,5,,50,8.683333333333334,1.4666666666666668,,40,17.366666666666667,2.9,,15,2.9,5,2,,,,,,,January
2018-01,National,BORDEAUX ST JEAN,PARIS VAUGIRARD,144.0,62,0,,15,22.383333333333333,5.383333333333334,,9,45.38333333333333,58.46666666666667,"7656 du 2 + 26: Alerte à la bombe à BX
7656 du 9 +43: Soin matériel roulant (défaut onduleur)
7656 du 25 +50: Accident de personne à LE
7658 du 1 +52: Tempête CARMEN
7658 du 7 +41: Dérangement de signalisation MPW
7658 du 25 +77: Accident de personne LE",0,6.166666666666667,5,2,,,,,,,January
2018-01,National,PARIS VAUGIRARD,BORDEAUX ST JEAN,0.0,63,1,,12,22.316666666666666,3.8833333333333333,,0,44.55,3.4166666666666665,"7653 du 25 + 99: accident de personne
7653 du 1 +57: Soin matériel roulant",4,3.4166666666666665,3,1,,,,,,,January
2018-01,National,PARIS VAUGIRARD,RENNES,122.0,31,0,,8,10.55,2.5666666666666664,,2,25.5,1.7666666666666666,,2,1.7666666666666666,1,0,,,,,,,January
2018-01,National,AIX EN PROVENCE TGV,PARIS LYON,188.0,402,0,,117,6.616666666666667,30.616666666666667,,37,35.96666666666667,4.416666666666667,,37,4.416666666666667,19,7,,,,,,,January
2018-01,National,LYON PART DIEU,PARIS LYON,120.0,659,0,,384,6.333333333333333,3.8166666666666664,,0,26.8,4.016666666666667,,53,4.016666666666667,20,6,26.67,24.0,26.67,17.33,5.33,0.0,January
2018-01,National,MARNE LA VALLEE,LYON PART DIEU,109.0,335,9,,212,12.483333333333333,8.233333333333333,,59,45.516666666666666,8.483333333333333,"7808 du 10 + 39: Attente client à MSC du 6806
7819 du 6 +66: Dérangement d'installations (perte de commande PRS 25)
7819 du 8 +81: Détresse Matériel Roulant 
7819 du 28 +44: Soin Matériel Roulant au 7810",43,8.483333333333333,29,17,31.25,31.25,12.5,18.75,6.25,0.0,January
2018-01,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,214.0,312,2,,77,10.7,2.5666666666666664,,46,43.53333333333333,6.85,"7820 du 12 +85: Soin matériel roulant
7822 du 20 +50: Incident lié aux portes
7832 du 28 + 84: soin matériel roulant",46,6.85,27,12,19.51,34.15,12.2,26.83,2.44,4.88,January
2018-01,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,431,0,,85,8.283333333333333,1.5333333333333332,,40,35.7,4.266666666666667,,40,4.266666666666667,19,8,,,,,,,January
2018-01,National,MARSEILLE ST CHARLES,LYON PART DIEU,106.0,557,7,,133,6.966666666666667,1.7,,60,28.916666666666668,5.183333333333334,,40,5.183333333333334,19,0,,,,,,,January
2018-01,National,PARIS LYON,AIX EN PROVENCE TGV,186.0,424,0,,0,10.283333333333333,0.9,,47,36.93333333333333,4.333333333333333,,44,4.333333333333333,21,0,33.33,37.78,11.11,17.78,0.0,0.0,January
2018-01,National,PARIS LYON,ANNECY,225.0,199,1,,29,13.083333333333334,1.7333333333333334,,21,41.083333333333336,7.083333333333333,Décontrôle d’aiguille à la bif de Créteil,21,7.083333333333333,10,5,19.05,33.33,19.05,28.57,0.0,0.0,January
2018-01,National,PARIS LYON,NICE VILLE,349.0,196,2,,24,14.0,1.3833333333333333,,25,48.56666666666667,7.966666666666667,Dérangement de commutateur sur LN1 vers Tonnerre,25,7.966666666666667,15,7,,,,,,,January
2018-01,National,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,168.0,112,0,,13,9.1,0.65,,0,25.95,5.866666666666667,,0,5.866666666666667,5,2,16.67,38.89,22.22,16.67,5.56,0.0,January
2018-01,National,PARIS LYON,TOULON,239.0,221,2,,27,13.033333333333333,1.2666666666666666,,30,41.18333333333333,7.633333333333333,"Extinction du Tableau de Commande Optique (TCO) sur LGV, au niveau de Mâcon.",30,0.0,18,4,,,,,,,January
2018-01,International,PARIS LYON,GENEVE,194.0,207,0,,28,5.816666666666666,0.5,,35,46.333333333333336,7.6,,35,7.6,26,7,58.06,25.81,9.68,3.23,3.23,0.0,January
2018-02,National,LAVAL,PARIS MONTPARNASSE,86.0,187,7,,72,7.0,0.0,,0,24.2,10.1,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",27,10.033333333333333,15,7,,,,,,,February
2018-02,National,PARIS MONTPARNASSE,ST MALO,154.0,92,3,,15,23.783333333333335,0.0,,18,54.18333333333333,11.4,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",15,11.4,10,5,55.56,16.67,5.56,22.22,0.0,0.0,February
